model,year,mileage,image,color,cost
2018 Ford Edge,2018,"17,193 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/243/5/651d100f.jpg?w=197&h=148&q=85&mode=1,,"$28,399"
2018 Ford Explorer,2018,"67,440 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/523/1/74c3d67e.jpg?w=197&h=148&q=85&mode=1,,"$28,500"
2018 Ford Explorer,2018,"25,571 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/612/9/b0459a6d.jpg?w=197&h=148&q=85&mode=1,,"$31,890"
2018 Ford F-150,2018,"29,640 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/615/0/4b9cf773.jpg?w=197&h=148&q=85&mode=1,,"$33,890"
2018 Ford Explorer,2018,"24,747 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/613/4/4ca6c092.jpg?w=197&h=148&q=85&mode=1,,"$33,990"
2018 Ford F-150,2018,"17,235 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/639/978/6/9a8ad980.jpg?w=197&h=148&q=85&mode=1,,"$35,900"
2018 Ford Explorer,2018,"43,301 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/713/329/6/505d5f67.jpg?w=197&h=148&q=85&mode=1,,"$35,990"
2018 Ford F-150,2018,"20,905 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/630/663/5/2711268d.jpg?w=197&h=148&q=85&mode=1,,"$36,888"
2018 Ford F-150,2018,"19,917 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/713/605/3/a2a4a14a.jpg?w=197&h=148&q=85&mode=1,,"$36,900"
2018 Ford F-150,2018,"22,541 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/620/616/0/a1651aeb.jpg?w=197&h=148&q=85&mode=1,,"$36,990"
2018 Ford Explorer,2018,"34,784 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/654/147/7/3211eff2.jpg?w=197&h=148&q=85&mode=1,,"$36,990"
2018 Ford Explorer,2018,"24,398 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/804/242/0/abafbcd4.jpg?w=197&h=148&q=85&mode=1,,"$37,500"
2018 Ford F-150,2018,"21,437 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/4/86559fb7.jpg?w=197&h=148&q=85&mode=1,,"$37,800"
2018 Ford F-150,2018,"20,975 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/581/9/b5737a90.jpg?w=197&h=148&q=85&mode=1,,"$37,900"
2018 Ford F-150,2018,"38,341 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/698/646/6/eb4ec62d.jpg?w=197&h=148&q=85&mode=1,,"$37,995"
2018 Ford F-150,2018,"18,946 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/582/3/00f5feec.jpg?w=197&h=148&q=85&mode=1,,"$38,300"
2018 Ford F-150,2018,"20,317 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/591/439/7/10e3f7a1.jpg?w=197&h=148&q=85&mode=1,,"$38,495"
2018 Ford F-150,2018,"26,396 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/529/0/d412ba55.jpg?w=197&h=148&q=85&mode=1,,"$38,500"
2018 Ford F-150,2018,"15,866 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/591/440/0/b63d7f38.jpg?w=197&h=148&q=85&mode=1,,"$38,900"
2018 Ford F-150,2018,"28,553 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/422/1/fe2f7361.jpg?w=197&h=148&q=85&mode=1,,"$38,990"
2018 Ford F-150,2018,"20,346 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/586/6/97379b2f.jpg?w=197&h=148&q=85&mode=1,,"$39,500"
2018 Ford F-150,2018,"21,108 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/728/586/0/040e6209.jpg?w=197&h=148&q=85&mode=1,,"$39,500"
