model,year,mileage,image,color,cost
2019 Volvo S60,2019,"8,367 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/635/670/6/ed1e2887.jpg?w=197&h=148&q=85&mode=1,Black,"$33,990"
2019 Volvo S60,2019,"9,130 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/635/513/7/b0691e14.jpg?w=197&h=148&q=85&mode=1,White,"$33,990"
2019 Volvo S60,2019,"9,710 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/792/388/0/0968afaa.jpg?w=197&h=148&q=85&mode=1,Red,"$34,590"
2019 Volvo S60,2019,"10,551 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/331/438/0/c10ff505.jpg?w=197&h=148&q=85&mode=1,White,"$34,590"
2019 Volvo XC40,2019,"29,796 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/143/731/0/bec3090b.jpg?w=197&h=148&q=85&mode=1,White,
2019 Volvo XC60,2019,"29,830 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/645/9/28b37462.jpg?w=197&h=148&q=85&mode=1,White,
2019 Volvo S60,2019,"6,208 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/001/5/9c44aed4.jpg?w=197&h=148&q=85&mode=1,Black,
2019 Volvo S60,2019,"13,940 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/410/869/5/717024d4.jpg?w=197&h=148&q=85&mode=1,Black,
2019 Volvo S60,2019,"15,586 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/712/881/0/a1783c78.jpg?w=197&h=148&q=85&mode=1,Red,"$34,590"
2019 Volvo S60,2019,"7,709 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/521/649/8/ef99007a.jpg?w=197&h=148&q=85&mode=1,Gray,"$34,990"
2019 Volvo S60,2019,"9,616 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/051/8/72d781c3.jpg?w=197&h=148&q=85&mode=1,White,"$34,990"
2019 Volvo S60,2019,"11,264 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/759/718/7/664c060a.jpg?w=197&h=148&q=85&mode=1,White,"$34,990"
2019 Volvo S60,2019,"11,290 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/487/842/0/dbfe8ad6.jpg?w=197&h=148&q=85&mode=1,Red,"$34,990"
2019 Volvo XC40,2019,"24,359 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/270/686/8/8c9460fe.jpg?w=197&h=148&q=85&mode=1,Black,"$34,990"
2019 Volvo XC40,2019,"25,711 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/653/872/5/aee617aa.jpg?w=197&h=148&q=85&mode=1,Silver,"$34,990"
2019 Volvo XC40,2019,"43,069 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/410/754/6/844a445e.jpg?w=197&h=148&q=85&mode=1,Red,"$34,990"
2019 Volvo S60,2019,"7,817 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/069/9/edf319ca.jpg?w=197&h=148&q=85&mode=1,Gray,"$35,990"
2019 Volvo S60,2019,"10,600 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/822/0/f60e92e6.jpg?w=197&h=148&q=85&mode=1,White,"$35,990"
2019 Volvo S60,2019,"15,226 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/501/260/4/bf78f7f1.jpg?w=197&h=148&q=85&mode=1,Blue,"$35,990"
