model,year,mileage,image,color,cost
2018 Audi Q5,2018,"37,447 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/263/933/1/dceb9655.jpg?w=197&h=148&q=85&mode=1,Silver,"$28,590"
2018 Audi Q5,2018,"41,209 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/384/461/2/0e1478ad.jpg?w=197&h=148&q=85&mode=1,Silver,"$28,590"
2018 Audi A3,2018,"9,770 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/487/973/5/e07a788c.jpg?w=197&h=148&q=85&mode=1,Blue,"$29,590"
2018 Audi A4,2018,"22,109 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/003/7/a2f4022a.jpg?w=197&h=148&q=85&mode=1,Blue,"$29,590"
2018 Audi Q5,2018,"31,235 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/724/995/0/52a21225.jpg?w=197&h=148&q=85&mode=1,Silver,"$29,590"
2018 Audi Q5,2018,"32,236 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/653/889/4/a3a3d42f.jpg?w=197&h=148&q=85&mode=1,White,"$29,590"
2018 Audi Q5,2018,"58,494 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/709/734/5/2cb428b9.jpg?w=197&h=148&q=85&mode=1,Black,"$30,590"
2018 Audi A6,2018,"19,460 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/113/0/7f0d16e7.jpg?w=197&h=148&q=85&mode=1,Gray,"$31,990"
2018 Audi A4,2018,"28,027 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/724/992/2/c859eb3a.jpg?w=197&h=148&q=85&mode=1,White,"$31,990"
2018 Audi A4,2018,"35,143 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/833/5/f0e2c594.jpg?w=197&h=148&q=85&mode=1,Gray,"$31,990"
2018 Audi Q5,2018,"17,642 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/008/8/f09318b8.jpg?w=197&h=148&q=85&mode=1,Silver,"$32,590"
2018 Audi A4,2018,"15,061 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/057/670/6/abfbe3a4.jpg?w=197&h=148&q=85&mode=1,Red,"$32,990"
2018 Audi A5,2018,"42,809 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/437/327/5/27781627.jpg?w=197&h=148&q=85&mode=1,Black,"$32,990"
2018 Audi Q5,2018,"48,661 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/744/128/6/bded3fef.jpg?w=197&h=148&q=85&mode=1,Red,"$32,990"
2018 Audi A4,2018,"5,330 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/514/547/1/d4448e28.jpg?w=197&h=148&q=85&mode=1,Black,"$33,590"
2018 Audi A4,2018,"15,675 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/487/946/7/11c06191.jpg?w=197&h=148&q=85&mode=1,White,"$33,590"
2018 Audi A4,2018,"14,677 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/596/924/2/31f7b11d.jpg?w=197&h=148&q=85&mode=1,Black,"$33,990"
2018 Audi A4,2018,"17,934 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/804/4/07c9c4df.jpg?w=197&h=148&q=85&mode=1,White,"$33,990"
2018 Audi A5,2018,"26,479 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/487/930/1/4d3211ed.jpg?w=197&h=148&q=85&mode=1,Blue,"$33,990"
