model,year,mileage,image,color,cost
2017 Hyundai Santa Fe Sport,2017,"54,905 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/656/7/a1dfd060.jpg?w=197&h=148&q=85&mode=1,Gray,"$17,590"
2017 Hyundai Tucson,2017,"21,447 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/695/292/4/f4281165.jpg?w=197&h=148&q=85&mode=1,White,"$17,990"
2017 Hyundai Tucson,2017,"23,303 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/521/661/2/be66a00e.jpg?w=197&h=148&q=85&mode=1,White,"$17,990"
2017 Hyundai Tucson,2017,"29,064 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/775/132/9/fd6aa209.jpg?w=197&h=148&q=85&mode=1,Red,"$17,990"
2017 Hyundai Santa Fe Sport,2017,"41,553 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/117/8/8f7e11ba.jpg?w=197&h=148&q=85&mode=1,White,"$17,990"
2017 Hyundai Veloster,2017,"10,270 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/724/973/1/805b02fa.jpg?w=197&h=148&q=85&mode=1,White,"$18,590"
2017 Hyundai Tucson,2017,"16,872 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/792/419/0/bfe686a7.jpg?w=197&h=148&q=85&mode=1,Silver,"$18,590"
2017 Hyundai Sonata,2017,"9,923 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/800/606/0/5da5f1e4.jpg?w=197&h=148&q=85&mode=1,White,"$18,990"
2017 Hyundai Tucson,2017,"15,186 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/091/9/6e5c8a8a.jpg?w=197&h=148&q=85&mode=1,Gray,"$18,990"
2017 Hyundai Tucson,2017,"16,821 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/775/148/4/192e3340.jpg?w=197&h=148&q=85&mode=1,White,"$18,990"
2017 Hyundai Tucson,2017,"23,666 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/073/8/cb207220.jpg?w=197&h=148&q=85&mode=1,Gray,"$18,990"
2017 Hyundai Sonata,2017,"32,708 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/819/113/3/a444a7f6.jpg?w=197&h=148&q=85&mode=1,White,"$18,990"
2017 Hyundai Tucson,2017,"75,101 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/936/8/8ac23670.jpg?w=197&h=148&q=85&mode=1,Black,"$18,990"
2017 Hyundai Santa Fe Sport,2017,"24,283 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/666/389/2/ca766060.jpg?w=197&h=148&q=85&mode=1,White,"$19,590"
2017 Hyundai Tucson,2017,"30,636 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/292/413/5/2c301b8a.jpg?w=197&h=148&q=85&mode=1,Burgundy,"$19,590"
2017 Hyundai Sonata Hybrid,2017,"35,843 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/368/672/9/feb7d3fa.jpg?w=197&h=148&q=85&mode=1,White,"$19,590"
2017 Hyundai Sonata Plug-In Hybrid,2017,"14,529 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/514/485/7/df74ca85.jpg?w=197&h=148&q=85&mode=1,Gray,"$19,990"
2017 Hyundai Tucson,2017,"35,771 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/611/802/2/df303802.jpg?w=197&h=148&q=85&mode=1,Gray,"$20,590"
2017 Hyundai Tucson,2017,"24,868 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/635/510/8/7c649421.jpg?w=197&h=148&q=85&mode=1,Orange,"$20,990"
2017 Hyundai Santa Fe,2017,"33,714 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/724/935/7/5546e4d4.jpg?w=197&h=148&q=85&mode=1,Gray,"$20,990"
2017 Hyundai Santa Fe Sport,2017,"19,510 miles",https://cdcssl.ibsrv.net/ibimg/www.carsdirect.com/201/635/635/2/1c92da58.jpg?w=197&h=148&q=85&mode=1,White,"$21,990"
